carat,depth,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price,cut,color,clarity
0.045738045738046,0.444444444444444,0.269230769230769,0.458100558659217,0.084040747028862,0.091509433962264,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,843,Ideal,J,VS1
0.062370062370062,0.511111111111111,0.288461538461538,0.47486033519553,0.086078098471986,0.09811320754717,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1629,Premium,F,SI1
0.072765072765073,0.491666666666666,0.25,0.494413407821229,0.090662139219015,0.101572327044025,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2259,Ideal,J,SI2
0.168399168399168,0.466666666666666,0.269230769230769,0.604283054003724,0.111714770797962,0.122955974842767,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10499,Premium,E,SI2
0.020790020790021,0.533333333333333,0.211538461538461,0.404096834264432,0.074193548387097,0.085220125786164,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,764,Premium,E,I1
0.064449064449064,0.536111111111111,0.269230769230769,0.473929236499068,0.086926994906621,0.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1787,Ideal,I,SI2
0.128898128898128,0.519444444444444,0.307692307692307,0.559590316573556,0.101528013582342,0.116352201257861,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2861,Good,J,SI1
0.18087318087318,0.505555555555555,0.23076923076923,0.617318435754189,0.113242784380305,0.127987421383647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6780,Good,J,SI1
0.020790020790021,0.536111111111111,0.25,0.397579143389199,0.073005093378608,0.083962264150943,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,526,Very Good,J,SI1
0.070686070686071,0.458333333333333,0.326923076923077,0.490689013035381,0.090152801358234,0.099056603773585,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1083,Good,I,SI2
0.168399168399168,0.488888888888888,0.269230769230769,0.604283054003724,0.1106960950764,0.123899371069182,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4916,Very Good,E,VS2
0.112266112266112,0.511111111111111,0.307692307692307,0.541899441340782,0.098641765704584,0.112264150943396,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2671,Very Good,H,VS1
0.103950103950103,0.580555555555555,0.288461538461538,0.518621973929236,0.093548387096774,0.111320754716981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2218,Very Good,J,SI1
0.112266112266112,0.527777777777777,0.211538461538461,0.544692737430167,0.098641765704584,0.113836477987421,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3694,Very Good,J,SI1
0.070686070686071,0.48611111111111,0.25,0.491620111731843,0.089303904923599,0.100314465408805,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1847,Very Good,G,VVS2
0.108108108108108,0.405555555555555,0.384615384615384,0.548417132216014,0.101018675721561,0.107232704402515,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2123,Premium,I,VS1
0.029106029106029,0.563888888888888,0.25,0.415270018621973,0.075551782682513,0.088679245283019,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,628,Very Good,J,VS2
0.378378378378378,0.519444444444444,0.288461538461538,0.755121042830539,0.1383701188455,0.157861635220125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18320,Very Good,D,VS2
0.074844074844075,0.516666666666666,0.269230769230769,0.496275605214152,0.08981324278438,0.102830188679245,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2369,Very Good,F,VS1
0.276507276507276,0.555555555555555,0.288461538461538,0.674115456238361,0.12427843803056,0.144339622641509,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9183,Very Good,F,VS1
0.04989604989605,0.513888888888888,0.25,0.455307262569832,0.083701188455008,0.09496855345912,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1185,Very Good,F,VS1
0.207900207900207,0.541666666666666,0.25,0.628491620111731,0.113921901528013,0.132389937106918,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,Very Good,E,VS1
0.064449064449064,0.547222222222222,0.269230769230769,0.472998137802607,0.086587436332767,0.100314465408805,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1046,Very Good,E,VS1
0.174636174636174,0.511111111111111,0.269230769230769,0.610800744878957,0.110356536502546,0.126100628930817,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5086,Very Good,D,VS1
0.155925155925155,0.441666666666666,0.346153846153846,0.600558659217877,0.108828522920203,0.119182389937106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3907,Good,F,VS1
0.172557172557172,0.527777777777777,0.288461538461538,0.6024208566108,0.1106960950764,0.126729559748427,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3378,Good,E,VS1
0.045738045738046,0.522222222222222,0.269230769230769,0.445996275605214,0.081833616298812,0.093396226415094,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,921,Good,H,SI1
0.168399168399168,0.513888888888888,0.269230769230769,0.597765363128491,0.109677419354838,0.124528301886792,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3739,Very Good,D,VS2
0.095634095634096,0.522222222222222,0.25,0.521415270018622,0.094567062818336,0.108490566037735,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1981,Ideal,I,SI2
0.401247401247401,0.544444444444444,0.288461538461538,0.764432029795158,0.138879456706281,0.161320754716981,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13148,Ideal,I,SI2
0.062370062370062,0.524999999999999,0.409615384615384,0.466480446927374,0.085398981324278,0.097798742138365,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1362,Ideal,J,SI1
0.149688149688149,0.441666666666666,0.307692307692307,0.594040968342644,0.107809847198641,0.117924528301886,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3282,Good,D,VS2
0.022869022869023,0.522222222222222,0.25,0.404096834264432,0.07402376910017,0.084591194968553,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,924,Good,D,VS1
0.022869022869023,0.544444444444444,0.25,0.40316573556797,0.073005093378608,0.084905660377359,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,872,Good,H,SI2
0.062370062370062,0.541666666666666,0.403846153846153,0.46461824953445,0.083701188455008,0.09748427672956,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1286,Premium,F,SI1
0.064449064449064,0.533333333333333,0.23076923076923,0.473929236499068,0.086757215619694,0.099685534591195,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1318,Very Good,H,SI2
0.020790020790021,0.519444444444444,0.326923076923077,0.398510242085661,0.073174872665535,0.083333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,570,Good,H,SI2
0.103950103950103,0.566666666666666,0.346153846153846,0.519553072625698,0.095415959252971,0.111635220125786,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2066,Very Good,E,VS2
0.106029106029106,0.538888888888888,0.346153846153846,0.53072625698324,0.095925297113752,0.111320754716981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2803,Very Good,H,SI2
0.286902286902286,0.519444444444444,0.307692307692307,0.696461824953445,0.12597623089983,0.144654088050314,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11491,Very Good,F,SI1
0.064449064449064,0.522222222222222,0.269230769230769,0.478584729981377,0.087436332767402,0.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1656,Ideal,G,VS1
0.106029106029106,0.572222222222222,0.25,0.526070763500931,0.096774193548387,0.113522012578616,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3332,Ideal,I,SI1
0.068607068607069,0.577777777777777,0.25,0.480446927374301,0.087096774193548,0.10314465408805,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1363,Premium,E,VS2
0.027027027027027,0.508333333333333,0.25,0.415270018621973,0.076061120543294,0.086163522012579,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,730,Premium,D,VS2
0.041580041580042,0.575,0.25,0.43389199255121,0.079626485568761,0.093710691823899,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,687,Ideal,I,SI2
0.041580041580042,0.530555555555555,0.269230769230769,0.439478584729981,0.080645161290323,0.092452830188679,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,648,Premium,J,SI2
0.168399168399168,0.449999999999999,0.326923076923077,0.606145251396648,0.111035653650254,0.121383647798742,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6416,Very Good,I,SI1
0.106029106029106,0.5,0.288461538461538,0.533519553072625,0.097962648556876,0.110377358490566,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2006,Very Good,I,SI1
0.168399168399168,0.566666666666666,0.288461538461538,0.594040968342644,0.107640067911714,0.126729559748427,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4642,Good,I,SI1
0.027027027027027,0.547222222222222,0.288461538461538,0.412476722532588,0.074702886247878,0.087106918238994,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,668,Ideal,I,VS1
0.006237006237006,0.455555555555555,0.307692307692307,0.375232774674115,0.069269949066214,0.075786163522013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,530,Premium,D,SI1
0.029106029106029,0.538888888888888,0.25,0.418063314711359,0.075551782682513,0.087735849056604,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,956,Ideal,D,SI1
0.282744282744282,0.536111111111111,0.192307692307692,0.689944134078212,0.127164685908319,0.145911949685534,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13787,Ideal,D,SI1
0.066528066528067,0.519444444444444,0.25,0.479515828677839,0.08811544991511,0.100314465408805,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1428,Premium,I,SI2
0.27027027027027,0.544444444444444,0.326923076923077,0.676908752327746,0.121901528013582,0.142138364779874,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10962,Ideal,G,VVS2
0.124740124740124,0.555555555555555,0.307692307692307,0.549348230912476,0.098641765704584,0.116037735849056,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2760,Ideal,I,VVS1
0.168399168399168,0.463888888888888,0.288461538461538,0.609869646182495,0.112224108658743,0.123584905660377,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4564,Very Good,G,SI1
0.04989604989605,0.524999999999999,0.211538461538461,0.455307262569832,0.083701188455008,0.09559748427673,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,915,Premium,G,SI1
0.027027027027027,0.527777777777777,0.326923076923077,0.415270018621973,0.074872665534805,0.086477987421384,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,829,Premium,E,VVS1
0.234927234927234,0.513888888888888,0.307692307692307,0.657355679702048,0.119354838709677,0.136163522012578,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7472,Very Good,D,VVS1
0.124740124740124,0.497222222222222,0.269230769230769,0.556797020484171,0.102546689303904,0.115094339622641,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4043,Very Good,H,SI1
0.103950103950103,0.519444444444444,0.442307692307692,0.53072625698324,0.094736842105263,0.10943396226415,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2352,Premium,H,SI1
0.043659043659044,0.536111111111111,0.23076923076923,0.445996275605214,0.080475382003396,0.093396226415094,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1356,Premium,H,SI1
0.178794178794178,0.547222222222222,0.211538461538461,0.607076350093109,0.111205432937181,0.128930817610062,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5946,Good,H,SI1
0.116424116424116,0.597222222222222,0.269230769230769,0.539106145251396,0.097792869269949,0.117295597484276,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1140,Very Good,F,VVS2
0.024948024948025,0.513888888888888,0.25,0.410614525139664,0.075382003395586,0.085534591194969,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,715,Very Good,E,VVS2
0.024948024948025,0.516666666666666,0.307692307692307,0.408752327746741,0.074193548387097,0.084905660377359,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,672,Very Good,D,VVS2
0.035343035343035,0.463888888888888,0.346153846153846,0.439478584729981,0.07911714770798,0.088050314465409,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,944,Very Good,D,VVS2
0.103950103950103,0.513888888888888,0.384615384615384,0.52048417132216,0.095585738539898,0.108490566037735,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1899,Very Good,E,VVS1
0.212058212058212,0.536111111111111,0.23076923076923,0.633147113594041,0.116129032258064,0.133647798742138,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7418,Very Good,E,VVS1
0.17047817047817,0.527777777777777,0.307692307692307,0.596834264432029,0.108488964346349,0.124842767295597,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7485,Very Good,D,VVS1
0.033264033264033,0.458333333333333,0.269230769230769,0.435754189944134,0.080305602716469,0.088050314465409,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1053,Ideal,E,VVS2
0.145530145530145,0.530555555555555,0.25,0.57169459962756,0.105093378607809,0.120440251572327,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4492,Ideal,I,SI2
0.020790020790021,0.524999999999999,0.232692307692307,0.401303538175046,0.073684210526316,0.084276729559748,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,652,Good,E,VVS1
0.020790020790021,0.497222222222222,0.269230769230769,0.399441340782122,0.073344651952462,0.082389937106918,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,895,Premium,G,VVS1
0.272349272349272,0.541666666666666,0.288461538461538,0.673184357541899,0.123429541595925,0.142452830188679,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13686,Premium,H,VVS1
0.020790020790021,0.516666666666666,0.23076923076923,0.397579143389199,0.073005093378608,0.083018867924528,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,526,Premium,H,VVS1
0.043659043659044,0.511111111111111,0.25,0.447858472998137,0.080984719864177,0.092452830188679,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,Premium,H,VVS2
0.174636174636174,0.447222222222222,0.25,0.619180633147113,0.111884550084889,0.122955974842767,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8341,Premium,I,SI1
0.103950103950103,0.472222222222222,0.269230769230769,0.540037243947858,0.099151103565365,0.109748427672955,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2633,Ideal,E,SI1
0.022869022869023,0.527777777777777,0.23076923076923,0.405959031657355,0.074363327674024,0.085220125786164,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,914,Fair,E,SI2
0.187110187110187,0.513888888888888,0.307692307692307,0.617318435754189,0.111714770797962,0.127672955974842,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8796,Ideal,G,VS2
0.295218295218295,0.561111111111111,0.25,0.702048417132216,0.126146010186757,0.148742138364779,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14400,Very Good,E,VS2
0.168399168399168,0.488888888888888,0.346153846153846,0.591247672253258,0.108488964346349,0.121383647798742,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4242,Very Good,G,SI2
0.116424116424116,0.527777777777777,0.25,0.548417132216014,0.099320882852292,0.114465408805031,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2578,Good,E,VS2
0.376299376299376,0.530555555555555,0.269230769230769,0.751396648044692,0.137351443123938,0.157861635220125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18736,Good,F,VS1
0.037422037422037,0.519444444444444,0.211538461538461,0.43389199255121,0.079456706281834,0.090566037735849,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1038,Fair,F,SI2
0.024948024948025,0.533333333333333,0.25,0.406890130353817,0.074363327674024,0.085534591194969,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,730,Very Good,E,SI1
0.068607068607069,0.48611111111111,0.23076923076923,0.487895716945996,0.08981324278438,0.100314465408805,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1610,Premium,H,SI1
0.070686070686071,0.516666666666666,0.23076923076923,0.486964618249534,0.089134125636672,0.101572327044025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1453,Very Good,D,SI1
0.081081081081081,0.519444444444444,0.307692307692307,0.498137802607076,0.091341256366723,0.104088050314465,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2034,Premium,E,SI1
0.041580041580042,0.511111111111111,0.25,0.44413407821229,0.081663837011885,0.092452830188679,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1168,Ideal,G,SI1
0.070686070686071,0.513888888888888,0.269230769230769,0.488826815642458,0.088624787775891,0.10125786163522,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1637,Premium,G,VS2
0.054054054054054,0.547222222222222,0.25,0.457169459962756,0.083870967741935,0.097169811320755,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1418,Ideal,I,VS1
0.106029106029106,0.588888888888888,0.288461538461538,0.526070763500931,0.095076400679117,0.113522012578616,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3690,Ideal,G,SI1
0.145530145530145,0.5,0.288461538461538,0.577281191806331,0.104074702886247,0.118238993710691,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4022,Premium,G,SI1
0.168399168399168,0.580555555555555,0.288461538461538,0.593109869646182,0.107130730050933,0.127358490566037,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3611,Ideal,I,VVS2
0.103950103950103,0.527777777777777,0.25,0.532588454376163,0.096264855687606,0.111006289308176,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2573,Ideal,F,SI2
0.043659043659044,0.516666666666666,0.25,0.445065176908752,0.08081494057725,0.092452830188679,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1076,Ideal,E,VVS2
0.068607068607069,0.530555555555555,0.211538461538461,0.482309124767225,0.088624787775891,0.101572327044025,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1893,Ideal,F,SI2
0.145530145530145,0.5,0.307692307692307,0.573556797020484,0.103735144312393,0.117610062893081,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3387,Ideal,E,SI2
0.066528066528067,0.497222222222222,0.269230769230769,0.486964618249534,0.088455008488964,0.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1815,Premium,I,VS2
0.072765072765073,0.530555555555555,0.269230769230769,0.493482309124767,0.088794567062818,0.102830188679245,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1240,Very Good,G,SI1
0.112266112266112,0.566666666666666,0.269230769230769,0.54096834264432,0.097792869269949,0.115408805031446,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2353,Ideal,F,VS2
0.172557172557172,0.5,0.288461538461538,0.605214152700186,0.111035653650254,0.125157232704402,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4746,Ideal,F,VS2
0.311850311850311,0.58611111111111,0.326923076923077,0.691806331471135,0.1276740237691,0.15062893081761,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15385,Premium,F,SI2
0.043659043659044,0.594444444444444,0.269230769230769,0.434823091247672,0.079966044142615,0.09496855345912,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,827,Ideal,G,VS2
0.18087318087318,0.538888888888888,0.25,0.607076350093109,0.111375212224108,0.128301886792452,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4422,Ideal,E,VS2
0.278586278586278,0.477777777777777,0.307692307692307,0.700186219739292,0.128522920203735,0.142767295597484,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9600,Ideal,F,SI2
0.207900207900207,0.477777777777777,0.326923076923077,0.651769087523277,0.117317487266553,0.131761006289308,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8596,Ideal,D,SI2
0.282744282744282,0.533333333333333,0.211538461538461,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12800,Ideal,E,SI1
0.151767151767151,0.541666666666666,0.23076923076923,0.577281191806331,0.105942275042444,0.122327044025157,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3990,Very Good,F,VS2
0.041580041580042,0.483333333333333,0.25,0.440409683426443,0.080984719864177,0.090251572327044,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,982,Fair,F,VS2
0.166320166320166,0.572222222222222,0.288461538461538,0.583798882681564,0.107130730050933,0.125786163522012,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4851,Fair,F,VS2
0.022869022869023,0.522222222222222,0.269230769230769,0.402234636871508,0.073853989813243,0.084276729559748,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,707,Premium,F,VS2
0.043659043659044,0.527777777777777,0.25,0.445065176908752,0.081494057724958,0.093396226415094,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1151,Premium,H,SI1
0.27027027027027,0.530555555555555,0.326923076923077,0.680633147113594,0.123429541595925,0.142452830188679,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14386,Very Good,D,VVS2
0.020790020790021,0.524999999999999,0.307692307692307,0.397579143389199,0.073005093378608,0.083333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,766,Fair,H,SI2
0.106029106029106,0.516666666666666,0.25,0.534450651769087,0.097792869269949,0.111320754716981,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2891,Fair,H,SI2
0.072765072765073,0.497222222222222,0.25,0.493482309124767,0.090322580645161,0.10188679245283,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1421,Ideal,H,VS2
0.041580041580042,0.497222222222222,0.365384615384615,0.440409683426443,0.08081494057725,0.090880503144654,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,596,Very Good,D,SI1
0.103950103950103,0.588888888888888,0.288461538461538,0.522346368715083,0.094736842105263,0.112893081761006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2351,Ideal,D,SI1
0.11018711018711,0.533333333333333,0.211538461538461,0.536312849162011,0.098132427843803,0.112893081761006,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2335,Very Good,E,VS2
0.168399168399168,0.541666666666666,0.365384615384615,0.588454376163873,0.108319185059422,0.124842767295597,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6089,Very Good,H,VS1
0.020790020790021,0.541666666666666,0.326923076923077,0.394785847299813,0.072495755517827,0.083647798742138,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,526,Premium,E,VVS1
